"","Id","Human.Development.Index.HDI.2014","Gini.coefficient.2005.2013","Birth.registration.funder.age.5.2005.2013","Carbon.dioxide.emissionsAverage.annual.growth","Carbon.dioxide.emissions.per.capita.2011.Tones","Change.forest.percentable.1900.to.2012","Change.mobile.usage.2009.2014","Consumer.price.index.2013","Domestic.credit.provided.by.financial.sector.2013","Domestic.food.price.level.2009.2014.index","Domestic.food.price.level.2009.2014.volitility.index","Electrification.rate.or.population","Exports.and.imports.percentage.GPD.2013","Female.Suicide.Rate.100k.people","Foreign.direct.investment.net.inflows.percentage.GDP.2013","Forest.area.percentage.of.total.land.area.2012","Fossil.fuels.percentage.of.total.2012","Fresh.water.withdrawals.2005","Gender.Inequality.Index.2014","General.government.final.consumption.expenditure...Annual.growth.2005.2013","General.government.final.consumption.expenditure...Perce.of.GDP.2005.2013","Gross.domestic.product.GDP.2013","Gross.fixed.capital.formation.of.GDP.2005.2013","Homeless.people.due.to.natural.disaster.2005.2014.per.million.people","Homicide.rate.per.100k.people.2008.2012","Infant.Mortality.2013.per.thousands","International.inbound.tourists.thausands.2013","International.student.mobility.of.total.tetiary.enrolvemnt.2013","Internet.users.percentage.of.population.2014","Intimate.or.nonintimate.partner.violence.ever.experienced.2001.2011","MaleSuicide.Rate.100k.people","Mobile.phone.subscriptions.per.100.people.2014","Natural.resource.depletion","Net.migration.rate.per.1k.people.2010.2015","Physicians.per.10k.people","Population.living.on.degraded.land.Percentage.2010","Population.with.at.least.some.secondary.education.percent.2005.2013","Primary.school.dropout.rate.2008.2014","Prison.population.per.100k.people","Private.capital.flows.percentage.GDP.2013","Public.expenditure.on.education.Percentange.GDP","Public.health.expenditure.percentage.of.GDP.2013","Pupil.teacher.ratio.primary.school.pupils.per.teacher.2008.2014","Refugees.by.country.of.origin","Remittances.inflows.percentual.GDP.2013","Renewable.sources.percentage.of.total.2012","Research.and.development.expenditure..2005.2012","Stock.of.immigrants.percentage.of.population.2013","Taxes.on.income.profit.and.capital.gain.205.2013","Total.tax.revenue.of.GDP.2005.2013","Tuberculosis.rate.per.thousands.2012","Under.five.Mortality.2013.thousands"
"136","Republic of the Congo",0.590621540611831,40.17,91,0.700517733,0.53199527,-1.49298389216914,52.3,111.5508198,-7.23598008,6.29,18.8,41.6,142.6044,4.6,14.47052,65.554904832,48.85030174,15.6833333333333,0.593448450590438,-11.80753795,13.55084741,25.26357264,30.7338714,518.5140375,12.5,35.6,297,-20.85482,37.2666666666667,26.2,14.7,112.913333333333,54.435346935,-2.1,0.95,0.104746831,43.24,29.70908,31,-31.41206,6.220789909,4.120718,44.442,11.674,0.1764722,51.00979841,0.239776666666667,9.701117359,4.134581355,5.946111597,42,49.1
"137","Kiribati",0.590236957412795,39.2733333333333,94,0.727844712,0.628100756,0,69.22,114.141168133333,54.0291321573333,5.99,6.86666666666667,59.3,121.0286,3.03333333333333,5.326972,15,56.8791038506667,15.6833333333333,0.491649247368941,1.43226809,16.44027187,0.183852809,22.0238456666667,87.53880029,8.2,45.1,5.9,-3.96569,12.25,73,9.5,17.41,0.099094197,-2,3.76,2.20706737733333,34.5219933333333,21.09494,114,4.024714,4.58552348633333,10.07615,24.9969,0.02,7.295666,80.46735958,0.25341,2.558841633,8.746804414,16.05420584,17,58.2
"138","Equatorial Guinea",0.58656086094597,28.8466666666667,54,14.89952662,9.341683473,-13.8494623681308,124.67,120.7325114,-3.508070735,3.26666666666667,6.33333333333333,66,156.8326,8.6,12.28454,57.126559715,73.07550391,4.71666666666667,0.20710510892629,9.849620268,6.65328141,24.74304976,58.4011579,0,19.3,69.3,0,-5.78899333333333,18.86,31.3333333333333,24.1,66.39,67.612336859,5.3,3.02,6.046997951,96.0947166666667,27.93064,95,-2.0312055,5.336736679,3.470018,26.1669,0.186,2.24695026666667,9.71599228533333,1.04235,1.339605344,35.731330817,20.481020824,0,95.8
"139","Zambia",0.585509863261832,57.49,14,-4.392004573,0.223509065,-6.94166666962333,95.98,121.3427317,27.468452644,10.1,3.2,22.1,81.60101,10.8,6.751832,66.095589125,8.756977521,6.42666666666667,0.586813868681361,13.3953780076667,2.80376004,55.24015056,25.8951521,153.6662549,10.7,55.8,915,-7.62655333333333,17.34,51.9,20.8,67.34,10.52368132,-0.6,0.66,4.629743815,34.97,44.51099,119,-6.413882,1.345360041,5.03094,47.94526,0.233,0.2012622,91.82536742,0.34033,0.680304348,47.966372395,15.963114481,28,87.4
"140","Ghana",0.579090286681072,42.76,63,0.923798572,0.40613603,-36.7722878669861,80.04,132.464651,34.753838103,5.4,18.3,64.1,89.39861,2.2,6.703779,20.696141338,37.37390732,15.6833333333333,0.553734019298327,-7.900932897,16.62609154,100.0961642,22.6699455,0,6.1,52.3,931,0.54986,18.9,44.5,4.2,114.82,12.646429062,-0.8,0.96,1.430711126,54.32,16.28634,54,-8.071126,8.14097023,5.390447,30.07899,22.455,0.2478259,63.12336837,0.37655,1.385194242,24.683424989,14.865870113,6.9,78.4
"141","Laos",0.57504489148152,36.22,75,-0.463993631,0.184437676,-9.93069192239572,29.82,119.295099,26.492605092,8.62,3.6,70,83.36621,6.6,3.795123,67.567590988,63.67490929,1.05,0.407348212941191,33.88295567,14.4641119,31.59661801,29.1730311,0,5.9,53.8,2510,-3.40501,14.26,50.1333333333333,11.2,66.99,8.31248498,-2.2,1.82,4.108453348,29.79,26.66258,69,-3.855084,2.773869991,1.978438,25.59771,7.705,0.5303616,71.6227495533333,0.169443333333333,0.32203662,17.596397941,14.832001936,11,71.4
"142","Bangladesh",0.57009997440545,32.12,31,2.709606612,0.373339091,-3.82864795160358,121.01,126.4430232,57.922350656,7.99,4.5,59.6,46.2964,8.7,1.001162,11.03787355,71.52585831,2.92,0.503392282616762,5.791087496,5.11613254,446.8355404,28.3896166,76.21777786,2.7,33.2,148,-1.12232,9.6,53.3,6.8,75.92,2.838001013,-2.6,3.56,11.27111715,37.75,33.79904,42,-0.9042976,2.233839989,3.727478,40.21148,10.018,9.238673,28.47414169,0.243893333333333,0.891800082,22.358152739,8.685927392,45,41.1
"143","Cambodia",0.554758321299132,31.82,62,1.989708373,0.307803949,-23.9864029676917,250.02,111.7668232,40.254420422,7.78,4.7,31.1,139.5158,6.5,8.826509,55.739859506,26.22423718,0.46,0.477496076534391,21.28453032,5.21854105,44.55074331,18.0696085,0,6.5,32.5,4210,-2.70832,9,22.3,12.6,155.11,2.483183622,-2.3,2.27,39.31071064,15.48256,35.7704,106,-8.399649,2.603879929,7.518833,46.92711,13.63,1.154627,71.12475599,0.243893333333333,0.49927424,13.823540609,11.593074991,63,37.9
"144","São Tomé and Príncipe",0.555003908988382,33.87,75,3.421450843,0.560528887,0,39.18,132.4011368,28.808355533,9.12,50.5,60.5,58.27048,3.03333333333333,3.41,28.125,56.8791038506667,15.6833333333333,0.491649247368941,1.43226809,13.5154438,0.555001638,41.7064475,0,3.3,36.7,12,-3.96569,24.41,44.4,9.5,64.94,2.269073725,-1.6,4.91,2.20706737733333,34.5219933333333,33.86937,128,-1.421888,9.479419708,6.898551,31.37579,0.02,8.533107,80.46735958,0.25341,3.287684009,12.815118458,14.015096227,16,51
"145","Kenya",0.548409284752484,47.68,60,0.529624268,0.322830855,-7.09277237883127,51.86,131.8464844,42.826629895,5.84,6,23,50.89603,8.4,0.931135,6.052992234,19.71031282,7.01,0.552202337408778,1.115190809,14.04606422,119.9910701,20.4140088,12.34847105,6.4,47.5,1434,-14.14841,43.4,45.1,24.4,73.84,3.289930016,-0.2,1.81,31.0001229,28.56635,22.36874,121,-0.4548725,6.638899803,4.476563,56.5747,8.635,2.410966,80.29181812,0.976170003,2.154165704,40.892311684,15.902177028,22,70.7
"146","Nepal",0.547536524936057,32.82,42,6.98723985,0.159608758,-24.7016311575981,291.15,130.417729,69.104052904,9.5,10.2,76.3,48.21336,20,0.3816179,25.364492501,12.54302393,4.52,0.488570140943673,-6.861139856,9.93664937,60.39804748,22.5772948,315.7054001,2.9,32.2,798,-7.59779,15.44,26,30.1,82.49,4.167696791,-2.9,2.09,2.320809332,27.38,39.63986,48,-4.87041016666667,4.716989994,5.997744,23.93286,8.12,28.77282,86.88591562,0.3022,3.494013859,18.744509067,15.335364102,20,39.7
"147","Pakistan",0.538381761878611,29.63,34,2.660765388,0.927832445,-36.6442421691253,32.21,132.195293,48.975344598,7.14,13.2,93.6,33.14771,9.6,0.5626665,2.07684724,60.89336378,74.35,0.535854151164019,10.17265964,10.96205949,811.2767432,12.969225,2919.636281,7.7,69,966,-5.31572,13.8,50.0333333333333,9.1,73.33,3.072322927,-1.8,8.27,4.465127462,33.24783,37.80587,39,-0.4744131,2.487930059,2.754422,42.54875,32.782,6.296527,39.10663622,0.32902,2.240423786,27.854753599,11.132404411,34,85.5
"148","Myanmar",0.535560677621194,38.3966666666667,72,0.517299165,0.199423053,-20.5320977950497,52.3,112.4495606,24.551530252,8.49,8.1,52.4,90.8514966666667,10.3,2.49496563333333,47.687550705,21.31422761,18.3533333333333,0.413401108634387,-1.29850388466667,16.2929673466667,54.6112596333333,20.2079507,14.25672162,15.2,39.8,2044,-1.02726,2.1,31.8,16.5,49.47,4.866174611,-0.4,6.12,19.21348921,19.19,25.20767,120,-3.83262746666667,0.786059976,1.770139,28.2163,223.676,9.87018196666667,78.68576527,0.232196666666667,0.193614159,25.218721859,12.6669557403333,48,50.5
"149","Angola",0.531591421824396,42.66,36,2.913788453,1.47221569,-4.50275517398039,48.15,136.1297275,18.871327065,7.22,13.7,37,96.49377,7.3,-5.733708,46.707628138,39.27903427,0.48,0.407348212941191,-2.67568507,19.91099645,160.7797281,14.6906262,520.1013937,10,101.6,650,-7.62655333333333,21.26,32.1,20.7,63.48,31.028745055,0.6,1.66,3.291979319,48.54534,68.12715,105,10.68158,3.476439953,3.798967,42.54306,10.321,3.9e-05,60.7209731,0.325656666666667,0.407216634,31.918977954,18.83667616,42,167.4
"150","Swaziland",0.530633150455283,51.49,50,0.163463757,0.865201677,21.1440677768303,27.75,122.0863163,18.433811981,3.38,6,42,114.633,4.1,0.6383359,33.244186047,57.2589705366667,4.65666666666667,0.55722482946357,5.504525321,19.88586719,8.085460388,9.5999528,21.96133471,33.8,55.9,968,-32.8286,27.1,46.7666666666667,8.6,72.32,1.780880094,-1,1.7,5.157378966,23.81,32.69063,284,-0.25405,7.829539776,8.437423,29.05959,0.109,0.7913406,74.56075452,0.29086,2.042714207,17.541187108,15.559569189,63,80
"151","Tanzania",0.521214355954627,37.82,16,0.623021342,0.157503158,-21.3852271280613,56.81,141.0115842,24.348463673,11.54,4.8,15.3,49.4875,18.3,4.289878,36.826823211,10.69052699,5.75,0.54691136750456,36.18071278,19.0273852,82.16306377,32.0798589,67.90537459,12.7,36.4,1063,-9.25072,4.86,45.4,31.6,62.77,3.239913106,-0.6,0.08,24.99486467,7.54,33.3469,78,-5.655624,6.181200027,7.311431,43.44315,1.039,0.1361247,89.30947301,0.51616,0.635041926,21.880666245,16.051656455,13,51.8
"152","Nigeria",0.514024001421638,42.95,30,1.084507968,0.536115274,-52.2931414522209,62.31,134.9246423,22.256725195,6.33,4,55.6,31.02589,2.9,1.074926,9.027306565,17.39586957,4.58,0.373180782101762,1.38667721,8.08360654,941.4627755,14.4711796,8.535962417,20,74.3,600,-4.79480333333333,42.68,29.5,10.3,77.84,8.144690725,-0.4,4.08,11.50578828,81.2743466666667,20.66159,32,-4.454323,6.24669337266667,3.875997,37.55319,32.223,4.45664,82.60413043,0.21896,0.710531664,28.319144833,1.556757245,16,117.4
"153","Cameroon",0.511806528138551,40.72,61,3.424371511,0.267620307,-19.9045895693646,90.1,108.0299558,15.482925587,7.81,10,53.7,49.56677,3.4,1.100699,41.200736181,26.79627116,15.6833333333333,0.587308664017031,6.467017797,11.57348299,60.96124783,19.4014388,233.4110594,7.6,60.8,912,-8.03372,11,51.1,10.9,75.69,5.124285609,-0.5,0.77,15.33127804,28.01,30.24518,119,-2.147529,2.965329885,5.106277,45.56349,11.468,0.8254304,73.20374372,0.25341,1.311191415,19.9642510483333,14.7654059376667,29,94.5
"154","Madagascar",0.509865579019213,40.63,83,-0.861782065,0.112992456,-9.19114810613488,24.66,123.2287449,15.636035556,7.07,3.5,15.4,73.05434,6.9,7.891204,21.380383125,63.67490929,6.42666666666667,0.407348212941191,-14.317702,8.62116616,31.37569412,15.7045592,1205.52118,11.1,39.6,196,-2.60571,3.7,46.4333333333333,15.2,38.22,3.655378938,0,1.61,0.010311891,32.3888933333333,62.0302,87,-16.3499503666667,2.742980003,4.233579,39.76644,0.295,0.2176552,71.6227495533333,0.10567,0.149676,21.180725997,10.096434285,46,56
"155","Zimbabwe",0.508747385575832,49.9933333333333,49,-2.40083028,0.738135818,-32.4580400618404,161,109.0794885,75.526302769,3.90666666666667,5.36666666666667,40.5,86.44997,9.7,2.965159,38.697169446,28.29375288,7.01,0.50397590295063,2.67452007,20.03706449,25.09175794,12.9934572,0,10.6,55,1833,-16.65745,19.89,43.4,27.2,80.82,5.610965371,5.7,0.62,29.42090318,55.34,19.5291233333333,129,-4.72650416666667,1.966099977,5.887984,35.86109,19.715,14.6392956666667,70.29230421,0.444353334333333,2.551243678,26.6863264053333,16.7618660163333,33,88.5
"156","Mauritania",0.505867208280143,40.46,59,1.669600356,0.623915168,-44.0963854709518,51.78,115.4348071,39.077014294,10.09,3.1,21.8,133.6845,1.5,27.07925,0.225089745,72.8012596033333,11.82,0.610451396802838,2.805912291,17.00110424,11.4565896,37.9722876,362.1383398,5,67.1,0,-22.97282,10.7,38.4,4.5,94.2,32.596528053,-1,1.3,23.80440185,14.39,35.87207,45,-4.72650416666667,3.812410116,3.77143,35.37825,34.34,14.6392956666667,61.9558425733333,0.408276667666667,2.318991846,30.1272092406667,14.3349571473333,93,90.1
"157","Solomon Islands",0.505637417174453,36.75,97.6666666666667,1.234110946,0.368065249,-5.25817556209491,577.24,119.818192,20.310170251,5.99,6.86666666666667,22.8,119.1357,7.2,4.072728,78.663808503,71.4340240566667,18.3533333333333,0.407348212941191,13.3953780076667,39.19373867,1.123916946,13.3715075,113.2689377,4.3,25.1,24.4,-7.62655333333333,9,64,13.9,65.76,31.319645882,-4.3,2.24,14.40561312,23.8196166666667,25.11109,55,-3.994775,9.853710175,5.132867,20.59775,0.061,1.505488,78.0020558266667,0.27131,1.402274643,18.1503675666667,12.7861893533333,15,30.1
"158","Papua New Guinea",0.505259362104141,37.07,97.6666666666667,3.155088946,0.745637979,-9.77508485497473,112.51,114.5951801,49.166539344,5.99,6.86666666666667,18.1,90.7269566666667,9.1,0.1182247,62.80439871,48.9886911773333,0.05,0.611274796733109,8.75432438666667,18.65204415,17.99297081,25.8668375333333,327.2821179,10.4,47.3,174,-7.00516666666667,9.38,38.1666666666667,15.9,44.93,18.691713691,0,0.53,17.2963754386667,11.12,24.9576166666667,48,-3.975502,4.97045008333333,4.493263,36.24174,0.221,0.0926099,86.21159243,0.458766666666667,0.347494735,23.7556171063333,14.797805096,54,61.4
"159","Comoros",0.503183524423493,64.3,87,1.879072239,0.225189085,-81.6666666661497,176.56,105.9509583,26.898855839,3.90666666666667,5.36666666666667,69.3,78.23268,10.3,2.326732,1.182160129,72.8012596033333,7.01,0.428497323204701,2.199999901,16.21755588,1.028722742,17.7536459,0,10,57.9,19,-70.4945,6.98,38.4,24,50.9,3.513794422,-2.8,1.46,22.861918364,28.32342,44.59307,16,-1.60501,7.608129978,5.757306,27.80796,0.528,20.02079,55.8370956133333,0.396520001,1.702369111,26.110402394,30.2867704343333,6.3,77.9
"160","Yemen",0.498110250182353,35.91,17,2.75479145,0.956709703,0,83.14,145.7691505,33.859791234,7.58,11,48.4,82.07618,3,-0.3714998,1.039831809,98.50974843,168.6,0.743960447814218,7.53787033433333,13.75709418,93.53603375,16.3837696,16.87297243,4.8,40.4,990,-0.76748,22.55,39.3666666666667,4.3,68.49,7.511798859,-1.1,1.97,32.35370437,17.61,40.50239,55,0.8345503,4.560599804,5.351706,30.25279,2.514,9.296472,1.490265344,0.193126666666667,1.289294415,19.6298133043333,14.7654059376667,5.6,51.3
"161","Lesotho",0.496532148690262,54.17,45,1.986940832,1.08410084,10.999999979507,206.75,116.9270053,1.728934695,4.43,6.4,20.6,150.6161,3.4,1.922729,1.462450593,61.0603139733333,9.64,0.540638910245585,12.28711001,37.7314128,5.172914415,36.7378639,129.7012267,38,73,433,-11.66452,11,38.4,9.2,101.9,4.517468929,-1.9,0.49,63.63823579,20.87199,43.24563,121,-1.114372,12.98200989,11.47672,32.62708,0.015,19.80645,55.8370956133333,0.01283,0.149195094,17.378866037,58.691400368,17,98
"162","Togo",0.483537548807549,45.96,78,2.990354912,0.324076867,-60.9927007286056,93.73,108.1821782,35.978361785,6.81,15.5,31.5,95.76477,2.8,1.941805,4.91266777,15.22389258,15.6833333333333,0.588147782078269,15.83308896,9.57312679,9.175073395,18.2591734,214.2435432,10.3,55.8,327,-9.39327,5.7,44.4,8.5,68.97,9.19918406,-0.3,0.53,5.125375036,26.84598,36.14342,64,-0.8450595,4.013160229,8.620802,41.34921,10.295,10.60836,82.43938866,0.25349,2.970170671,10.070004759,16.392145608,8.7,84.7
"163","Haiti",0.483373299262551,59.21,80,3.253228775,0.220395791,-14.3103448240224,73.21,121.9632319,20.440525911,9.73,3.4,37.9,71.13656,2.4,2.196131,3.606676343,21.9816894,10.33,0.602642565485929,16.425158653,9.14928899,17.00729398,27.1264277333333,948.4039948,10.2,54.7,295,-14.14841,11.4,20,3.3,64.71,1.918966532,-3.4,5.97666666666667,15.205918,28.5,19.6887,96,-2.67635083333333,3.73600324,9.42383,35.5156833333333,38.518,21.05363,78.0183106,0.396520001,0.368898899,26.110402394,30.2867704343333,25,72.8
"164","Rwanda",0.483240523685543,50.82,63,4.410447179,0.059557451,43.0817610005807,177.52,117.0538981,8.042733376,8.62,10.5,18,45.39474,7.2,1.472898,18.443453587,56.8791038506667,15.6833333333333,0.400478559880413,0.996677741,14.16529605,16.79763397,25.5345395,55.28236336,23.1,37.1,864,-5.72873,10.6,47.9,17.1,64.02,6.097024225,-0.8,0.56,10.14349785,8.38,65.25253,492,-1.478359,5.088759899,11.14239,59.81633,82.635,2.260963,80.46735958,0.25341,3.84159262,25.686738221,13.371710526,10,52
"165","Uganda",0.48267209055669,44.55,30,-1.113764478,0.108085953,-40.8208798183052,83.62,142.7238878,16.290807096,5.2,21.8,18.2,50.73301,12.3,4.834984,14.071367799,48.9886911773333,1.06,0.538090021239979,7.535669308,8.31430411,51.40125493,23.8277982,852.9404289,10.7,43.8,1206,7.22051,17.71,62.2,26.9,52.43,13.219075829,-0.8,1.17,23.49298444,28.7504,75.1622,97,-5.50284,3.279299974,9.763035,45.59109,6.688,3.771044,74.1949562833333,0.55794,1.414094983,30.641676007,13.006394731,13,66.1
"166","Benin",0.479635110400558,43.53,80,5.495706521,0.509941159,-22.5655268118996,86.73,110.7131254,21.452822787,8.07,21.8,38.4,51.77262,3.1,3.852759,39.561901383,41.70510576,5.75,0.61428857793952,4.16933932,11.24972588,17.89377452,26.2737263,1637.795139,8.4,56.2,231,4.32848,5.3,32.1,8.8,101.71,1.884748844,-0.2,0.59,1.643053087,19.16,46.7651,75,-0.913947,5.345119953,4.559738,43.72854,0.313,2.754479,56.17972479,0.53832,2.269013319,16.832667045,15.577882746,9.4,85.3
"167","Sudan",0.479113119607052,35.29,59,0.039924011,0.354150545,-27.8944743031906,99.93,218.0366895,23.953825795,4.11333333333333,5.43333333333333,32.6,25.70694,11.5,3.273623,23.179802189,29.51155156,71.24,0.590920502368842,20.90110432,7.51162664,123.9448404,19.9910073,627.0349792,11.2,51.2,591,-7.62655333333333,24.64,50.1333333333333,23,72.2,4.761671424,-4.3,2.8,39.91637429,15.15,20.13425,56,-3.268125,2.23167,6.538191,46.10161,657.795,0.6375519,70.48844844,0.243893333333333,1.176649983,22.0800359103333,13.5449397496667,22,76.6
"168","Djibouti",0.470442735444082,39.96,92,-1.428301659,0.558725843,0,106.7,111.6272293,33.93019013,4.58,4.33333333333333,53.3,134.2378,9.5,19.63852,0.241587575,61.0603139733333,9.64,0.386058049794624,7.964773031,25.11463704,2.533725498,37.4874745,0,10.1,57.4,63,-39.29862,10.71,31.2333333333333,20.9,32.39,2.27799330133333,-3.7,2.29,7.549997207,40.40914,15.5977,83,-0.990496,4.49022007,8.872706,33.23979,0.809,2.447619,26.7552244833333,0.0889566666666667,14.15196144,28.7529879533333,15.7749587686667,76,69.6
"169","South Sudan",0.466698863744483,37.07,35,3.56373889466667,1.380393759,-9.72426793145381,52.3,149,54.0291321573333,5.99,6.86666666666667,5.1,61.01515,12.8,3.04304296666667,31.055980025,48.9886911773333,1.33,0.449626509183522,10.93394077,23.04511386,22.19285278,11.8542343,0,13.9,64.1,0,-7.00516666666667,15.9,38.1666666666667,27.1,24.5,4.22197341166667,15.7,9.73333333333333,17.2963754386667,43.1396733333333,24.9576166666667,65,-3.07526083333333,0.72963,2.232292,49.89984,508.454,13.1724349,86.21159243,0.37121,5.573365422,19.8187299443333,14.9113014803333,30,99.2
"170","Senegal",0.465889126880936,40.31,73,2.091007155,0.589493364,-10.2180098920609,80.27,105.5822177,35.105010702,8.37,8.7,56.5,73.62257,2.8,2.016379,43.593206254,53.24021517,5.75,0.52821737281395,-1.101903594,15.47713352,30.67030879,25.0553917,0,2.8,43.9,1063,-7.62655333333333,17.7,32.1,8.6,98.84,1.453273037,-1.4,0.59,16.19906277,10.7844,38.63309,64,-8.110547,5.599979877,4.249429,31.58513,21.801,11.17615,46.38948022,0.54086,1.481595214,23.080646137,19.182225001,20,55.3
"171","Afghanistan",0.465264260207532,27.82,37,3.344787329,0.420932656,0,97.61,127.1924302,-3.865847618,5.99,6.86666666666667,43,55.40837,5.3,0.2934674,2.067824648,48.9886911773333,5.75,0.693350378808319,13.3953780076667,12.27059904,57.55212286,17.7324383,161.2691896,6.5,70.2,785.833333333333,-5.8255,6.39,46.4333333333333,6.2,74.88,1.210582614,-2.6,2.34,11.02342738,18.17,46.7950066666667,76,-0.0338779,5.596006711,8.099593,44.67743,2690.775,2.646638,76.34658608,0.36971,0.343974605,3.723815707,7.471638846,37,97.3
"172","Côte d'Ivoire",0.462221996949664,43.19,65,-1.08256853,0.332470412,1.76286440480404,49.9,109.0123859,26.942999813,6.72,8.8,55.8,91.02239,4.1,1.194357,32.711320755,21.51022569,1.84,0.678892199314048,8.711019437,8.41311544,63.13160516,17.0376137,52.85579602,13.6,71.3,289,0.24328,14.6,39.3666666666667,10.6,106.25,5.442549348,0.5,1.44,1.280253484,22.36,26.88125,34,-3.128296,4.60299015,5.703037,41.00117,70.857,1.500844,78.96061647,0.25341,12.04056234,21.390896466,14.226915746,22,100
"173","Malawi",0.445415564514097,46.18,2,-0.808499773,0.078048881,-18.6088295718805,78.81,166.1245533,31.218989309,7.63,23.6,9.8,110.5163,8.9,3.196371,33.633856597,72.8012596033333,7.85,0.611113154547163,11.56548845,22.09725416,12.35344315,19.7381549,564.7351583,1.8,44.2,770,-20.12432,5.83,41.2,23.9,30.5,12.521039009,0,0.19,19.39214872,16.29,40.26663,76,-1.906997,5.35337019,8.335025,69.14697,0.325,0.667455,55.8370956133333,0.396520001,1.262503616,26.110402394,30.2867704343333,9,67.9
"174","Ethiopia",0.441815954384227,33.6,7,1.205304708,0.084380362,-20.956950120394,561.54,176.773131,36.862526097,6.25,9,26.6,41.54978,6.7,2.005168,12.0144,5.724114818,6.42666666666667,0.558285314779751,13.3953780076667,8.2926239,125.6934169,35.7969444,0.940567951,12,44.4,681,-7.62655333333333,2.9,55.9,16.5,31.59,14.030591413,-0.1,0.25,72.31884019,12.51169,63.39572,136,-16.3499503666667,4.737909794,5.062669,53.74934,74.481,1.441585,94.27588225,0.24566,0.763268044,16.027201393,9.209358617,18,64.4
"175","Gambia",0.440649497387748,47.28,53,2.695134526,0.2430624,9.41176470143787,48.38,115.4818101,50.104081218,7.25,2.7,34.5,87.80149,2.6,2.798017,47.786561265,63.67490929,6.42666666666667,0.622404110710477,2.955598997,7.47477875,2.973886987,20.7490995,24.06787381,10.2,49.4,171,-7.62655333333333,15.56,52.7,7.6,119.63,6.787356853,-1.5,1.07,17.94506408,24.29,27.03985,56,-5.1139737,4.082859993,5.951738,36.13171,3.448,15.4523,53.54469329,0.13309,8.809837316,18.044635545,15.125637112,51,73.8
"176","Democratic Republic of the Congo",0.43313535394693,44.43,28,-2.951561275,0.053572611,-4.27205777440058,242.08,128.5934872,7.272681654,5.99,6.86666666666667,16.4,74.66286,4.8,5.19284,67.714518868,4.205263792,0.05,0.672979582060817,14.21454389,12.39206836,52.88071225,20.5508833,35.94747728,28.3,86.1,191,-0.13229,3,64.1,15.8,53.49,31.026701331,-0.2,1.07,0.06511597,22.4,29.27455,33,-5.18013,1.60244,3.507367,34.74758,493.286,0.101286,95.83932171,0.13019,0.661975499,11.878713526,8.351894129,54,118.5
"177","Liberia",0.429695109001838,38.16,4,-4.858369221,0.218418427,-13.3901399921719,158.34,124.6808214,38.69281856,5.99,6.86666666666667,9.8,121.8799,2,35.8935,44.321013289,48.9886911773333,5.75,0.651150296673109,6.158674349,15.46745899,3.649239426,25.3959723,99.50739435,3.2,53.6,0,-7.62655333333333,5.41,38.6,6.8,73.35,36.352508128,-0.9,0.14,20.9876046833333,26.68,32.2345,46,-19.3416936666667,2.820689917,10.02607,26.49841,16.772,19.6525,76.34658608,0.53832,5.251046965,27.727426602,20.885359503,46,71.1
"178","Guinea-Bissau",0.419605069662974,35.52,24,1.278787486,0.151265093,-9.65703971026367,75.71,108.0385583,18.598437207,5.99,6.86666666666667,60.6,90.7269566666667,2.4,1.509387,71.19487909,48.9886911773333,5.75,0.449626509183522,8.75432438666667,18.65204415,2.321010944,25.8668375333333,47.61663202,8.4,77.9,30,-7.00516666666667,3.32,38.1666666666667,7.2,63.48,15.048937798,-1.2,0.7,1.018281226,15.0567933333333,36.0411366666667,68.6666666666667,-1.145646,4.97045008333333,5.496816,51.92515,1.249,4.759327,86.21159243,0.458766666666667,1.057588213,23.7556171063333,14.797805096,29,123.9
"179","Mali",0.419288835985669,33.02,81,2.944053946,0.086735785,-12.3649800714671,353.01,107.7863578,20.851714114,7.67,9.4,25.6,69.00587,2.7,3.74941,10.106622739,72.8012596033333,4.32,0.676735889966877,-4.206287145,11.33455169,24.31688255,16.2855902,71.99156238,7.5,77.6,142,-5.33809,7,46.7666666666667,7.2,149.02,8.113142014,-4,0.83,59.51022588,10.93437,38.40749,36,-5.697008,4.808650017,7.140213,41.29582,147.685,7.364213,88.2891484866667,0.66142,1.277986361,21.902633468,15.767779074,9,122.7
"180","Mozambique",0.416427561172889,45.66,48,-2.738430449,0.13351434,-11.016644375177,172.6,117.3995242,29.255136182,8.61,6.7,20.2,70.52596,21.1,42.84896,49.084666446,9.511787243,5.75,0.590679890998248,16.54123631,20.41077399,27.63241864,17.4237744,331.0383438,12.4,61.5,1886,-1.08844,5.94,31.5,34.2,69.67,4.0083443,-0.2,0.4,1.85083861,3.63,68.40503,65,-44.25891,5.006840229,6.78957,54.51697,0.057,1.388673,93.34080501,0.4626,0.846996596,29.546560996,20.790494929,53,87.2
"181","Sierra Leone",0.41277942655418,35.35,78,-2.582641409,0.153169615,-13.8293778023927,272.79,144.609751,14.519378741,6.83,3.3,14.2,107.5323,4.5,3.483561,37.223607648,56.8791038506667,0.13,0.650117270569519,6.464510333,10.35603422,9.105511055,16.5622641,39.67738367,1.9,107.2,81,-3.96569,2.1,44.4,11,76.66,7.969043657,-0.7,0.22,2.20706737733333,15.65,52.24828,52,-5.37429,2.883009911,11.84411,34.83163,5.309,1.634765,80.46735958,0.25341,1.581858398,31.046152361,11.696498229,143,160.6
